Shape,B,H,SG,KG,GM,Status
Rectangle,7.321406345078852,3.898896676944871,0.47914249625393557,1.2775150421626458,2.0476684298112104,1
Triangle,17.89904466053963,7.8382103780949315,0.16476267741863293,4.1891061181615985,0.6971286549002933,1
Triangle,3.9809346414981817,6.10283292575495,0.4514813213086809,7.48831117083828,-4.46374425861569,0
Rectangle,7.486062646844522,4.963805356572951,0.5520440542129155,3.609902413288247,-0.5355175488212409,0
Rectangle,4.157576612006291,8.077073085265303,0.936335121677768,3.91580055495551,0.056087509710500694,1
Rectangle,9.269051079044734,3.1680604479616683,0.288680489098284,1.1731774353412079,7.112598606026058,1
Semicircle,10.950473106062939,5.475236553031469,0.33282561122776344,2.339353629898598,3.137235548016867,1
Rectangle,6.80205825695513,19.579069204987753,0.43637479251913736,0.9706538801031037,3.7525339808223634,1
Rectangle,13.418324204624549,14.252698127985802,0.5490785083181082,9.573177407181692,-3.7429800564521187,0
Triangle,6.356994887207008,14.098439853305814,0.7659224384089945,5.025477931296242,3.6183032041952448,1
Semicircle,16.456515614838125,8.228257807419062,0.4920825963792761,12.137788705596853,-3.9124370233773558,0
Triangle,11.643944313345653,3.6252158609793494,0.8351843458538837,1.7443454691322846,6.160815791779102,1
Triangle,14.524630522235874,17.45045848664696,0.35640137088977164,5.7649608863973585,2.383125799899614,1
Triangle,11.217675049387058,6.076923953562883,0.6564624229848829,1.5894172936764814,4.489275267260053,1
Rectangle,9.156296379575402,11.319524309494643,0.8374474995528883,11.47273605826713,-5.99597359778921,0
Rectangle,4.042523382330604,18.64448512901413,0.8746989921781222,7.213783263133376,1.0238783616358198,1
Triangle,19.67903017992984,11.299446042878257,0.2951794243405845,16.885672388148752,-9.689551116580816,0
Triangle,18.149883643159882,18.207525028939948,0.6451153698368719,9.259340109113248,2.912014941588806,1
Semicircle,14.606440939509884,7.303220469754942,0.8458614737040075,9.380887645788736,-2.0759989808979515,0
Triangle,16.037759825437227,13.55656963077718,0.12909156709534592,3.286696375434913,1.0966410143082546,1
Triangle,14.041788584856116,12.452359185856183,0.39994580056803847,17.56031896217957,-10.641352064735706,0
Rectangle,2.0911085092319364,4.8945449255149756,0.565809762004591,5.079768193282429,-3.563497769226129,0
Rectangle,6.036847570290076,14.819225984255645,0.27301414224699205,7.233257493346146,-4.4596938788379505,0
Semicircle,14.976918636538327,7.488459318269164,0.33957714434124586,6.094185667552104,1.4008278694703584,1
Semicircle,8.618884455069804,4.309442227534902,0.2992902256208219,1.5771889083885064,2.7317918239296377,1
Triangle,19.620071448950164,10.761358753270192,0.9017328604554408,7.012010411485353,5.461992369935495,1
Rectangle,11.047467675893458,12.384269923274465,0.512966632189732,3.6269127922763484,1.1504214068649947,1
Rectangle,10.985480837925541,12.296075585765296,0.7724407734479305,0.8042329099754629,5.003589582787216,1
Triangle,19.170714386046573,18.46755902396807,0.3979491782401177,0.4281689670865496,9.430778237618721,1
Rectangle,9.707314669711657,19.399786742786052,0.9558027784638977,24.82230228847026,-15.127618900870717,0
Semicircle,7.5025463471692735,3.7512731735846367,0.22945636928132523,1.5106837926510297,2.2417631020540973,1
Semicircle,5.050869440349665,2.5254347201748324,0.5733931867108492,3.546296655184598,-1.0217271506977021,0
Triangle,18.740303026594972,3.26749035529179,0.24638359455843856,3.2894324523587977,6.683703643506938,1
Semicircle,4.521512274257432,2.260756137128716,0.5372298732219125,2.9752898353688995,-0.7133388082629857,0
Rectangle,17.27605630864414,4.459183965956519,0.7163763370955115,3.697688965632292,5.6854833735584105,1
Triangle,16.568500798613243,16.582041104225254,0.8650479794652974,22.715088570805186,-9.867103528483668,0
Triangle,2.093327529931762,13.302099469075449,0.23261751630131972,1.4154947015406947,2.8880929107680053,1
Triangle,16.32426804984982,18.020096152716192,0.36771544744044365,10.152061379839264,-1.372626056926439,0
Triangle,9.892534214325565,14.09647043531359,0.358463507426248,3.2783093496688003,3.0409821986073937,1
Triangle,7.157742538309119,12.634998690242194,0.07867023494270646,0.7078414738938636,1.8443060132981273,1
Triangle,7.458779264118011,11.667483689539798,0.3570521672882784,14.488722148150877,-9.366007622085672,0
Rectangle,10.230772909047113,17.156415350215667,0.23271723195518063,10.586037676628338,-6.405097571004292,0
Semicircle,13.473738226967718,6.736869113483859,0.7325258536993019,9.86128160019022,-3.125663623265927,0
Triangle,7.813216512942427,16.313351505836664,0.30458231618634973,10.741642630481323,-4.39532276013065,0
Semicircle,6.515489492239902,3.257744746119951,0.22327365387148784,0.39519522315046485,2.861435027276421,1
Semicircle,14.527535709686564,7.263767854843282,0.43441576774941365,1.888154567336299,5.372402649810652,1
Rectangle,9.96234013515988,6.316172464833258,0.13824089267641426,1.7325197635251792,8.176259421219614,1
Rectangle,7.0388101450269716,19.187575051937493,0.7436231016940225,15.955064981862298,-8.531539083056128,0
Triangle,15.140707698112733,2.858890298449678,0.5820749778644317,0.6803291850729336,10.969851818686967,1
Triangle,2.2590827953356056,4.0893075291244925,0.09324248350044759,0.2498288969627815,0.6461491473503402,1
Triangle,19.631189515187152,5.155944858008094,0.06613143572184522,5.903797307359994,-1.816265353506414,0
Rectangle,10.522491874050182,5.1176336583802735,0.4578205502836946,3.059101862663834,2.0505200022577372,1
Triangle,19.084623168644946,17.960246971364857,0.2952400059412111,0.4123099850977712,7.930110197085055,1
Semicircle,11.056452654441578,5.528226327220789,0.8551004507170229,5.462111213832785,0.06605646776732588,1
Semicircle,18.996528748253013,9.498264374126506,0.8651669975417036,9.067094425781093,0.4295015741804651,1
Triangle,12.3206067500948,4.313006358210384,0.8125319261318428,5.309134915023173,2.570242895882851,1
Semicircle,16.767683187882824,8.383841593941412,0.6623956855463207,2.59921339972772,5.784158797597378,1
Rectangle,3.248503415752978,3.8140040247936797,0.06712851611245674,0.5403087486548137,3.0224719416628725,1
Semicircle,8.057975867997076,4.028987933998538,0.6663792772578976,2.329137503511104,1.700089691816455,1
Triangle,2.418894843244866,16.660432686600842,0.3149434882869959,2.953015734771594,3.313036457499068,1
Rectangle,8.270058880157553,18.85966673340273,0.08683514707510748,11.823484306055974,-7.524425739882218,0
Rectangle,7.076622306283516,5.1939117880350105,0.7555778665424069,6.285942694914596,-3.260339480300522,0
Rectangle,15.169659595393524,4.298415129604381,0.2850154622631384,3.7431287490904417,12.522286701625518,1
Semicircle,18.753631860864164,9.376815930432082,0.8569079867324311,6.033897044925434,3.3424737243235167,1
Rectangle,15.31835768805274,6.28825074327163,0.4050651530057171,5.039977698868526,3.9105429806144834,1
Rectangle,7.760892818551012,18.11941811293161,0.4158495780101133,0.29455790780063723,4.139052299559554,1
Rectangle,17.248576593720614,8.388293428328971,0.9493928320188689,8.515416812659813,-1.4203333558872906,0
Semicircle,10.87446183989249,5.437230919946245,0.12828734652354407,0.7479249374416755,4.68596566534829,1
Rectangle,11.966654942224414,5.829102110436121,0.9394228703087888,6.831381685015639,-1.9141636462509997,0
Semicircle,3.6417098548764266,1.8208549274382133,0.5147550864204266,0.15720922769031054,1.663382584078041,1
Semicircle,3.005680784192301,1.5028403920961504,0.7428134233835483,1.230636405129336,0.27225603296644385,1
Semicircle,4.107206295696906,2.053603147848453,0.18441218112966568,2.3457609456225974,-0.2917821684708106,0
Rectangle,3.8202081702102246,3.513922510069954,0.7089109835715728,0.3835253489452544,1.3502163185266483,1
Triangle,18.05414435798198,4.638886790456459,0.5325265985708493,1.6228779365006465,9.179854879456636,1
Rectangle,8.671558647204037,16.630392210635044,0.9404136627408272,24.59637661721661,-16.375978128537195,0
Triangle,14.747261520497597,10.670005783354076,0.40530833471491917,11.28488136719684,-4.593541757248147,0
Triangle,18.31437893170525,4.001554681510724,0.5130675980334076,0.06814834555691326,11.849412127336151,1
Triangle,3.0134589622730723,4.138722492825295,0.1604746719704786,4.030351919912486,-2.7785638967988415,0
Rectangle,14.258709687744362,6.275116483264458,0.4262095192997033,4.496574879095098,3.1755021784797695,1
Rectangle,17.634784307410285,6.024725093350147,0.9554291870741747,0.10984105299033863,7.270442862940042,1
Rectangle,2.77687841511037,18.04057604656528,0.5460390425411219,26.87048537392864,-21.879824284907407,0
Rectangle,6.55382302380634,14.517400215919656,0.12090847426438311,3.6195239206328504,-0.702672603881545,0
Rectangle,14.523476401723109,10.181739165819918,0.6399045952790197,8.92400387228482,-2.9684524355817663,0
Semicircle,2.818034846146242,1.409017423073121,0.3141053982166965,2.00871951022898,-0.6005035373761913,0
Triangle,10.201821550142833,13.162386760427662,0.3107383120022647,3.7141851931564998,1.9119276307189579,1
Triangle,8.988830911817699,6.1291054226890935,0.2999816494663846,3.312889615593041,0.1284621019680796,1
Semicircle,14.566910852355413,7.2834554261777065,0.5539305843634732,3.381645894588757,3.9005860855785586,1
Rectangle,14.325161105969826,4.927104908208044,0.906271553424212,6.079090930185987,-0.01671810134470686,0
Triangle,9.499503039292627,12.460927181254874,0.914025958725426,1.5466830546357624,7.549401951595529,1
Triangle,17.589150011007348,2.8139360619114093,0.07478495602741689,1.5890157660700934,3.9350794385077217,1
Rectangle,10.646661473594383,19.735148911979078,0.4041346317416643,22.189559056823857,-17.01738293115865,0
Rectangle,19.45845916066286,17.158140616442758,0.8380289824284696,12.062854712590463,-2.678992685424145,0
Semicircle,4.409338138411398,2.204669069205699,0.06285164693737745,0.24921268416521877,1.9598523814187803,1
Rectangle,11.618232950530336,15.498393490459494,0.9083758071221842,13.603316554107767,-5.765133903816306,0
Rectangle,19.005783137883704,17.293653032193404,0.2825072156386058,11.687330927613532,-3.083216617676511,0
Triangle,6.525963911212372,6.945172346466358,0.24479399006757308,9.14909084080757,-6.35260831506559,0
Triangle,8.446928924591129,4.044036659593322,0.6812788038572316,3.1562151250854864,1.496207235313089,1
Triangle,16.96468682112502,7.53999031587889,0.8174025911002786,10.947769226161634,-0.6515631018070351,0
Triangle,17.77976484785021,9.262691591823147,0.1759743147436023,0.3999075808165982,4.576612463028318,1
Semicircle,16.124028750997574,8.062014375498787,0.6509996755557879,9.735422523689605,-1.6756202097858424,0
Semicircle,4.454686560561855,2.2273432802809277,0.06367198572780902,1.1713182648869525,1.0620533847077864,1
Triangle,13.459597789201087,11.986680953760063,0.13554196558825046,13.060634214204475,-9.191255953210087,0
Rectangle,11.251810804876595,16.105754229340576,0.4227502153819939,15.028763254817395,-10.07488235110814,0
Semicircle,14.55755368688234,7.27877684344117,0.7986834691334447,5.0152243631808275,2.261594529033119,1
Rectangle,10.858093275431688,6.64839898938125,0.48158761086396557,9.773471374633004,-5.104025925350207,0
Rectangle,8.253441348057457,5.764354239413255,0.5948709384034341,2.953337010334181,0.41663414891257133,1
Semicircle,4.319834994391686,2.159917497195843,0.17036308862030608,0.492145928382573,1.6658772692100148,1
Triangle,14.558016326544772,5.241210902287373,0.7047113782534542,3.2364048671093033,5.3543582945060635,1
Semicircle,11.274248987555795,5.637124493777898,0.9647237283138981,5.089777142813751,0.5461439429026891,1
Semicircle,2.7356350927966195,1.3678175463983098,0.20879895928783465,0.5715911309774503,0.7953332074053189,1
Rectangle,2.5724842667329724,11.876875565733355,0.5523580935085717,6.342099841738653,-2.977893367289413,0
Triangle,8.556857498865359,11.061510875387423,0.6989711389116033,0.6522774935806006,6.435345760448534,1
Rectangle,10.660617093013277,14.380124907729494,0.5309575927344256,3.386038027777192,1.6719779158045895,1
Rectangle,2.046710438905638,17.629419926640562,0.12944598721984102,15.794499187589322,-14.500500818613512,0
Semicircle,11.658631627771985,5.829315813885993,0.9185992535609872,2.064596760631831,3.7674519977134793,1
Semicircle,11.562783571523612,5.781391785761806,0.727285097707977,0.5406297617035355,5.239298839311393,1
Semicircle,6.543864998192373,3.2719324990961867,0.7205486107314792,4.393584518462809,-1.1226131368081296,0
Triangle,15.493092176154573,2.548498749204695,0.8651820822102398,1.3538135213269307,14.827906426960112,1
Semicircle,6.3644690654251335,3.1822345327125667,0.30308863709241807,1.800910038715636,1.3802785495006176,1
Triangle,12.151371656339055,17.132779745802758,0.13385206898933283,13.757679462559585,-9.05338948571218,0
Rectangle,18.02949105331811,12.684664163972876,0.6883561799958202,15.015558194400887,-7.54740537204031,0
Rectangle,10.632477831576503,12.515590724855047,0.742613126871218,10.470710895883398,-4.809973228541937,0
Rectangle,12.160253765407543,8.817907267123209,0.367200023839603,11.899510981700224,-6.474832132490491,0
Triangle,6.398356798363782,10.968458561280924,0.36052757240405914,15.361740116875493,-10.59762698147998,0
Rectangle,3.8320845071672673,4.751464505317976,0.28120026468143766,1.1452077625627917,0.4387437903816165,1
Semicircle,3.5819772417225897,1.7909886208612948,0.8075129935366748,0.14951214922435202,1.641086361313456,1
Rectangle,3.4442074219095598,11.441205012264584,0.4357730173702818,16.859392733574445,-14.16823475618563,0
Semicircle,18.138984733532375,9.069492366766188,0.5914385127373204,12.480468765276024,-3.410534347118908,0
Semicircle,16.707297277087036,8.353648638543518,0.29242865742224344,2.1413022926175147,6.216423509105026,1
Semicircle,16.775506516760345,8.387753258380172,0.7253498345863604,6.731634138844166,1.6538534933630515,1
Triangle,7.039623685885115,15.850872797454864,0.22582112364407197,7.695897605131482,-2.42665858133308,0
Semicircle,5.591124692089756,2.795562346044878,0.7420723526765789,2.2218012273490126,0.573802881273318,1
Rectangle,12.991160763949386,7.195349958324604,0.5963639281372556,1.6660406353726562,3.7570484515141755,1
Rectangle,11.586609785928545,2.9328236628036843,0.3664080215022853,0.5913218177321045,10.356699056149122,1
Semicircle,11.88059563800159,5.940297819000795,0.23962663459042166,6.099838309230858,-0.15421143637457657,0
Rectangle,4.498845921956367,2.048796189457934,0.15969430029318044,1.4541316645431053,3.864508130788476,1
Triangle,9.413136454650834,8.279628797773915,0.9237573955929563,10.315830553063796,-3.296374523045757,0
Triangle,4.237350022739805,15.155614553665597,0.9320400294117756,4.120047742778579,5.824955686369758,1
Semicircle,18.6760896246148,9.3380448123074,0.7283007577062005,0.6736649108529307,8.66211594108402,1
Rectangle,4.515902779273211,16.31481161347802,0.23952968084487986,4.005023815920137,-1.6162059234538475,0
Rectangle,5.355289762186594,6.2424514291699955,0.6457330498969667,8.50096533540115,-5.892593471731425,0
Rectangle,17.78960973463595,9.064011933607437,0.8176034731032825,5.970486077616106,1.2935733285843307,1
Triangle,18.194014015259118,13.233827795273077,0.5573941981997551,8.709407220273397,0.9898513902908217,1
Rectangle,6.179828512642711,18.19234231894223,0.4108577480908187,14.832749576739216,-10.669731057214385,0
Semicircle,11.77128759104136,5.88564379552068,0.455636454548256,2.938252748110729,2.9486419059976634,1
Semicircle,8.02830106382755,4.014150531913775,0.18091574830358403,4.781004953793442,-0.7680613130899596,0
Rectangle,10.917625275271382,15.346296400502817,0.5887617983019454,22.966329900840474,-17.34933365503813,0
Rectangle,7.610997220319868,6.472804516660384,0.7493095150183163,0.3255733425185585,3.094780229528965,1
Triangle,14.853153480025055,10.891666768355527,0.7593571743485096,1.6813906679805901,7.587832830019471,1
Rectangle,3.99137126519373,17.236141251221326,0.16983934259206346,10.271549786120248,-8.354354639865942,0
Rectangle,11.71749146803106,10.75443467592094,0.4344178664603636,12.451731506796452,-7.66674968693548,0
Semicircle,13.540657391935351,6.770328695967676,0.7023115377990741,5.5116343091989695,1.2577950031348486,1
Semicircle,12.782528565991877,6.391264282995938,0.8271908981405336,9.194550718828108,-2.8022088990625846,0
Triangle,6.092317694539767,9.624743523568693,0.3206538394871825,8.878107843893062,-4.880732463307082,0
Triangle,12.55213697630235,11.105996219920387,0.624766981308569,0.3016974495844771,7.419483263519532,1
Semicircle,18.77812908470502,9.38906454235251,0.5812251925738564,9.81134932329479,-0.42448999978629587,0
Rectangle,14.730295417641175,4.7457027724567045,0.5917110585568044,4.318933916565476,3.524301559712147,1
Triangle,3.3917791787981706,3.876445388932571,0.8400132540615975,5.295337970989339,-2.4734432516555085,0
Rectangle,4.038284825133594,19.727141581322023,0.8385642012591781,3.688857543006085,4.664530688845902,1
Rectangle,7.978635427788901,7.605996752821541,0.26375188362448587,6.935464177886327,-3.288033594641654,0
Semicircle,2.985709498796564,1.492854749398282,0.3650854071471468,1.7978153757154964,-0.3056347945848137,0
Rectangle,12.866987571142502,4.0568114010023795,0.43963430915141,5.254695356716529,3.3726990822474194,1
Triangle,8.234227898587303,8.245157634132099,0.7432511732231635,5.592912311428638,0.32754604927336484,1
Semicircle,2.59124006438189,1.295620032190945,0.9079844951063811,0.48241072763349735,0.8134117330399481,1
Rectangle,10.970619909310635,9.540658091081863,0.909955147004014,5.186214428648715,0.30983911692240973,1
Semicircle,6.996569107329526,3.498284553664763,0.25689138123623123,1.1160268540833276,2.3801448477755036,1
Rectangle,5.2046474036555255,19.299265714450193,0.18974296408792618,12.002911703143356,-9.555515940296921,0
Semicircle,19.943736533227053,9.971868266613527,0.522063309711368,8.905651440946334,1.0675479912446626,1
Rectangle,9.151726078236763,9.682200296061488,0.8017951007498132,5.07425235845323,-0.2936247876959621,0
Triangle,5.432378971945998,2.657894021265708,0.4937429284033993,2.2519318065954828,0.2934412948371792,1
Triangle,7.292804225977488,14.853065596216908,0.5459888663360987,11.907462616692689,-4.1497629184552345,0
Rectangle,9.213735095755869,12.073525963547922,0.19592583117486972,3.2947710105515857,0.8786284563952242,1
Rectangle,3.359060548470006,15.558431973454116,0.30596374343708144,20.943914973114236,-18.36623349482159,0
Triangle,9.357215079765735,2.4569544018862075,0.19678344152421895,2.6386666789423385,0.7226896388221942,1
Rectangle,9.343720916567204,11.931006714668115,0.28865525020070604,3.5097400639154444,0.3247591019631333,1
Semicircle,2.3547896795785546,1.1773948397892773,0.14786206706549943,1.4127256067742482,-0.2345331692093633,0
Semicircle,17.974288685243053,8.987144342621527,0.5733182896963641,9.717077010891712,-0.7330166563941258,0
Semicircle,6.377099437990173,3.1885497189950867,0.7289309159443196,4.0926460993880776,-0.9048465062214053,0
Semicircle,19.327687733987744,9.663843866993872,0.937745142042637,2.0450894385819964,7.6183751547413685,1
Triangle,7.276659144698239,18.134044733380154,0.062221808100091876,2.3259232854008123,0.8110755022390173,1
Semicircle,17.266305718403903,8.633152859201951,0.16541027628294597,11.349713519360108,-2.7220158404136097,0
Rectangle,9.585641910664963,18.068090799385548,0.8183969480341344,9.26398042092409,-1.3527179996973224,0
Triangle,16.851931965607875,8.53506581951163,0.08217442417129737,10.634536330212542,-7.413744090387766,0
Rectangle,9.369409739442329,11.936849255335645,0.4599589373871977,5.272490073764677,-1.1948603700122273,0
Triangle,15.744904294875695,4.522037163796146,0.8663598973440381,3.306272989916981,8.00415847815946,1
Triangle,10.479178148488659,5.277928498788499,0.5056916651213254,4.057072299602315,0.9110285617318885,1
Rectangle,11.749415863895605,13.40260795687065,0.29241442430721015,2.8016022408100323,2.093328056406391,1
Semicircle,9.590670821959073,4.795335410979536,0.17433963845781056,6.477819369399255,-1.686442788343685,0
Triangle,6.901531877348641,2.331032177854401,0.909440878166869,0.4117223447911797,4.317985145066985,1
Rectangle,6.932993972369708,11.975204045284281,0.6623351650507524,14.904491106443936,-10.433682097965585,0
Semicircle,3.9184171423161382,1.9592085711580691,0.18161742634082206,0.7749173492959398,1.1838709810028647,1
Semicircle,17.730021396125274,8.865010698062637,0.6115683160400898,7.985382588166987,0.8828903101922965,1
Rectangle,10.896929302488886,12.319298807229211,0.8378205453875981,7.472544824547679,-1.3531478919463913,0
Triangle,11.340518695091076,2.845387401950991,0.2063063666307146,3.1499873315938864,1.1332162531634595,1
Semicircle,3.6260652903969417,1.8130326451984708,0.7747267700033498,0.18560841574821738,1.627424718026257,1
Semicircle,7.196487261872598,3.598243630936299,0.38433235347705214,3.8809535230200556,-0.28340498701020334,0
Semicircle,12.987284006143236,6.493642003071618,0.9423483892342998,3.863548544014265,2.6293617939549834,1
Triangle,4.430022993581725,10.707588954783429,0.3037165490486632,8.670621865135447,-4.5682729321346915,0
Semicircle,12.711402752604586,6.355701376302293,0.09834026467519533,4.732133460730354,1.6178553444919226,1
Rectangle,4.784098535898252,13.219985916289833,0.4957830701783474,6.829122131136143,-3.260997309262715,0
Rectangle,9.430283910921542,14.688659894401155,0.6123888947720654,10.12815810103812,-4.80670177567883,0
Semicircle,16.743841718135595,8.371920859067798,0.8014509262308405,8.723915812600438,-0.3541831286406847,0
Triangle,2.0945687340509282,3.855687428247408,0.34572076340084623,4.669798006674788,-3.04691315644504,0
Rectangle,4.462735356541305,19.104272368774446,0.46924542658047835,5.305244845442891,-0.6378127994029263,0
Triangle,19.247074274070748,15.651063451022267,0.6506124222142061,17.819577270193314,-6.221455557203004,0
Rectangle,14.460978161321345,17.285521728175745,0.2846879283276348,12.689948765047692,-6.68816046094947,0
Semicircle,14.477153806224646,7.238576903112323,0.0985000582591874,7.273873628825222,-0.041996002436154534,0
Triangle,12.588747625458758,19.988362992185028,0.5724581865509489,14.188043417676646,-3.1059950741180096,0
Semicircle,2.611027614544379,1.3055138072721895,0.7055750512120296,0.5822898520553176,0.7229737598785145,1
Triangle,9.591727875149225,16.316153083263753,0.7503606752330072,1.3432097132724874,8.89325663561453,1
Semicircle,7.743808518378602,3.871904259189301,0.8291805457016367,0.21493502771615658,3.657851248103859,1
Semicircle,8.564550490231506,4.282275245115753,0.5770365623633031,3.090059094831422,1.1909115445232263,1
Semicircle,14.533197965806515,7.266598982903258,0.36948246594198214,7.899884227249464,-0.6369258140118195,0
Semicircle,7.675226080950986,3.837613040475493,0.557121814832817,4.551734293188089,-0.7150493157865316,0
Rectangle,15.28140380431745,11.363025977817173,0.45120803325557246,14.942357193755882,-8.583265355300467,0
Triangle,2.4392140680176846,17.661779730216736,0.06999324619936391,23.1731824089007,-20.043233613485157,0
Rectangle,8.911350018555064,18.78661836965455,0.11582792340262277,0.26729883247392144,3.86190091211103,1
Rectangle,15.809389200760284,9.234756444966358,0.5010830830856743,8.692290181061164,-1.8775509761467184,0
Semicircle,9.16917291156144,4.58458645578072,0.13619737500474433,2.3131792088886933,2.2667366281735695,1
Rectangle,15.180892529323613,2.060234516773626,0.4892721205453934,0.9178433664801018,18.638412760761046,1
Triangle,7.333546168207821,6.204939518898379,0.08956759825818017,0.1663600259783546,1.5039724999906483,1
Triangle,2.811812189965817,3.9704167762240727,0.41813233210793466,0.741103447625674,1.1851004700418852,1
Semicircle,19.099301311104057,9.549650655552028,0.7891643135506189,1.2807657552672496,8.266639491256623,1
Triangle,19.681949271441468,17.915581606367052,0.6147505396556662,24.286110725337505,-12.095959946580692,0
Triangle,5.006611029657354,19.84103527046558,0.2677713993004368,28.057161571805423,-21.103493042364036,0
Semicircle,6.150245524490342,3.075122762245171,0.8308039666855871,0.5550846994713315,2.520895300278168,1
Semicircle,5.177504576099149,2.5887522880495744,0.2572570365259648,0.7239637165588878,1.8632022381132223,1
Semicircle,16.871702524291386,8.435851262145693,0.8027235059020825,7.969069329867887,0.4646285140156525,1
Semicircle,17.908145929341664,8.954072964670832,0.9220871462035002,13.362715855646954,-4.40549654077828,0
Rectangle,6.6842006231274915,11.274462637665065,0.511715160416509,16.849725718352925,-13.319721579660774,0
Semicircle,16.68499624983112,8.34249812491556,0.26097413752646104,2.800797047971209,5.536253145549152,1
Semicircle,2.627572884208848,1.313786442104424,0.8912261547541696,1.6950344248504639,-0.38146448584314063,0
Semicircle,17.794295527346847,8.897147763673424,0.2996640400333837,1.728470088380461,7.167501303096857,1
Rectangle,2.798779943598262,17.33948360024614,0.08329702631343236,8.558371130204218,-7.3842571981511504,0
Rectangle,11.915432670964508,3.5657616784053827,0.43394602028645674,1.9933776479163625,6.42657934423416,1
Semicircle,15.021562046394529,7.510781023197264,0.5161231909740446,0.9130805706616655,6.596950231423395,1
Rectangle,18.100638757425212,19.846556032610867,0.10782600466488095,26.283973112970056,-12.455536511220576,0
Triangle,12.663340123871317,16.844257386652686,0.37694065542806143,17.13101787901926,-9.262448823575973,0
Semicircle,17.560871845532272,8.780435922766136,0.7398753238164796,6.8653391552718075,1.9147455964805902,1
Rectangle,4.832131874645468,4.887201895941297,0.3639683460205236,1.7497895602749305,0.2334907179755743,1
Rectangle,14.242533891685408,13.135004807873317,0.7575536411841828,3.1249182308666654,3.549146070090691,1
Semicircle,19.303675187328334,9.651837593664167,0.4875418082437845,12.726982740575831,-3.0777232130277152,0
Triangle,4.319657614522013,8.032139376664555,0.7488977609141113,1.9368688368571754,3.0321438286309084,1
Triangle,16.978415203239354,11.134419207695052,0.056002719413823565,4.7940043550455185,-2.0162443840640396,0
Triangle,7.875804377059273,12.07719762155893,0.1588932253734422,6.82413649475887,-3.273496101101084,0
Rectangle,16.037217112720583,3.9256514988852516,0.7653662283519064,3.1872359338145464,5.44843075281894,1
Triangle,8.15369898869635,13.387194076411067,0.9261064191794164,2.058476434996997,7.326773779314795,1
Triangle,19.051361988614083,4.994796564780902,0.7747252349802074,5.3087595217336965,8.28212780201771,1
Triangle,8.225895025153221,13.176479319814588,0.09299751178376209,17.225680054086062,-14.285851946978122,0
Semicircle,19.439801395142446,9.719900697571223,0.7546727218383492,1.896638004285221,7.82742262194356,1
Rectangle,8.905020687301192,3.181270602332233,0.8222221705629945,1.774354613292896,2.059881866464649,1
Semicircle,6.54515749439088,3.27257874719544,0.05096771105489539,0.7802070719508628,2.4880667445298763,1
